"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2012-10","5.6",",X","1531","X","26",",X","11",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","12",",X","0",",X","35",",X,13,","0",",,X,31,+","0.0",",,X,31,+","5.51",",,X,29,","81",",X,24,+","265","X","234",",X","8.93",",,,X",,,"0.0",",,,X","58.3",",X","67.3",",,,X","49.3",",,,X",,,"290",",X","290",",X","40.0",",X","60",",X"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2012-11","5.6",",X","1531","X","0",",X","3",",X","2",",X","0",",X","0",",X","0",",X","15",",X","0",",X","0",",X","0",",X","25",",X,30,+","0",",,X,30,+","0.0",",T,X,13,","0.44",",,X,13,","69",",X,12,","930","X","664",",X","0.71",",,,X",,,"0.0",",T,,X","42.9",",X","52.5",",,,X","33.2",",,,X",,,"290",",X","310",",X","29.1",",X","39",",X"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2012-12","6.3",",X","1531","X","0",",X","12",",X","7",",X","0",",X","1",",X","0",",X","13",",X","0",",X","2",",X","0",",X","25",",X,24,+","0",",T,X,29,","1.0",",,X,26,","1.05",",,X,26,","70",",X,04,+","1622","X","692",",X","3.11",",,,X",,,"1.4",",,,X","42.7",",X","50.7",",,,X","34.7",",,,X",,,"300",",X","290",",X","33.1",",X","46",",X"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2013-01","5.8",",X","0","W","0",",X","9",",X","6",",X","3",",X","1",",X","0",",X","20",",X","4",",X","1",",X","0",",X","11",",X,25,","2",",,X,25,+","2.0",",,X,24,","1.22",",,X,30,","70",",X,30,","2492","W","871",",X","3.64",",,,X",,,"2.9",",,,X","36.9",",X","45.2",",,,X","28.6",",,,X",,,"280",",X","280","1,X","36.0",",X","48","1,X"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2013-02","7.6",",X","0","W","0",",X","13",",X","5",",X","0",",X","0",",X","0",",X","23",",X","3",",X","0",",X","0",",X","17",",X,02,","0",",T,X,03,+","0.3",",,X,02,","0.49",",,X,26,","59",",X,15,","3333","W","841",",X","1.95",",,,X",,,"0.5",",,,X","35.0",",X","42.4",",,,X","27.6",",,,X",,,"310",",X","320",",X","34.9",",X","46",",X"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2013-03","8.9",",X","0","W","0",",X","6",",X","4",",X","2",",X","1",",X","0",",X","15",",X","0",",X","0",",X","0",",X","25",",X,15,","2",",,X,25,","3.2",",,X,25,","0.82",",,X,25,","62",",X,09,","4089","W","756",",X","2.64",",,,X",,,"3.2",",,,X","40.6",",X","48.9",",,,X","32.4",",,,X",,,"280",",X","280",",X","28.0",",X","38",",X"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2013-04","7.2",",W","24","W","24",",W","8",",W","5",",W","0",",W","0",",W","0",",W","3",",W","0",",W","9",",W","1",",W","25",",W,04,","0",",,W,30,+","0.0",",T,W,04,","0.79",",,W,19,","91",",W,10,","4403","W","315",",W","2.20",",,,W",,,"0.0",",T,,W","55.3",",W","66.2",",,,W","44.5",",,,W",,,"280",",W","310",",W","28.0",",W","40",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2013-05","6.7",",W","125","W","101",",W","10",",W","6",",W","0",",W","0",",W","0",",W","0",",W","0",",W","18",",W","2",",W","34",",W,14,","0",",,W,31,+","0.0",",,W,31,+","0.99",",,W,23,","92",",W,30,","4545","W","141",",W","3.43",",,,W",,,"0.0",",,,W","63.7",",W","73.6",",,,W","53.8",",,,W",,,"300",",W","280",",W","25.1",",W","33",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2013-06","5.4",",W","394","W","268",",W","16",",W","9",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","4",",W","53",",W,05,","0",",,W,30,+","0.0",",,W,30,+","2.25",",,W,07,","93",",W,25,","4545","W","0",",W","7.81",",,,W",,,"0.0",",,,W","73.9",",W","83.2",",,,W","64.7",",,,W",,,"250",",W","340",",W","30.0",",W","43",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2013-07","4.9",",W","828","W","435",",W","12",",W","7",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","9",",W","59",",W,30,","0",",,W,31,+","0.0",",,W,31,+","0.66",",,W,12,","97",",W,18,","0","W","0",",W","2.78",",,,W",,,"0.0",",,,W","79.0",",W","87.6",",,,W","70.5",",,,W",,,"280",",W","290",",W","28.0",",W","35",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2013-08","4.7",",W","1115","W","286",",W","12",",W","4",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","6",",W","53",",W,16,+","0",",,W,31,+","0.0",",,W,31,+","0.38",",,W,01,","92",",W,27,","0","W","0",",W","1.14",",,,W",,,"0.0",",,,W","74.2",",W","83.6",",,,W","64.9",",,,W",,,"210",",W","310",",W","21.0",",W","29",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2013-09","4.5",",W","1252","W","137",",W","5",",W","2",",W","0",",W","0",",W","0",",W","0",",W","0",",W","28",",W","4",",W","43",",W,24,","0",",,W,30,+","0.0",",,W,30,+","0.95",",,W,21,","95",",W,11,","56","W","56",",W","1.65",",,,W",,,"0.0",",,,W","67.7",",W","79.2",",,,W","56.2",",,,W",,,"320",",W","310",",W","30.0",",W","39",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2013-10","5.4",",W","1301","W","49",",W","9",",W","6",",W","0",",W","0",",W","0",",W","1",",W","0",",W","9",",W","1",",W","30",",W,26,","0",",,W,31,+","0.0",",,W,31,+","3.66",",,W,11,","90",",W,05,","298","W","241",",W","7.62",",,,W",,,"0.0",",,,W","58.8",",W","68.6",",,,W","49.0",",,,W",,,"260",",W","250",",W","32.0",",W","46",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2013-11","6.5",",W","1301","W","0",",W","9",",W","5",",W","0",",W","0",",W","0",",W","17",",W","1",",W","1",",W","0",",W","19",",W,25,","0",",,W,30,+","0.0",",T,W,27,+","1.61",",,W,26,","73",",W,01,","939","W","641",",W","2.82",",,,W",,,"0.0",",T,,W","43.6",",W","53.1",",,,W","34.2",",,,W",,,"290",",W","280",",W","36.0",",W","53",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2013-12","5.6",",W","1303","W","2",",W","10",",W","9",",W","4",",W","2",",W","0",",W","21",",W","3",",W","2",",W","0",",W","18",",W,25,","1",",,W,13,+","1.6",",,W,08,","1.09",",,W,29,","71",",W,22,+","1727","W","788",",W","5.27",",,,W",,,"2.9",",,,W","39.6",",W","47.5",",,,W","31.7",",,,W",,,"280",",W","270",",W","30.0",",W","41",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2014-01","6.5",",W","0","W","0",",W","9",",W","7",",W","9",",W","2",",W","0",",W","28",",W","12",",W","0",",W","0",",W","3",",W,23,+","4",",,W,22,+","5.1",",,W,21,","0.75",",,W,11,","58",",W,13,","2889","W","1162",",W","2.72",",,,W",,,"9.8",",,,W","27.5",",W","37.1",",,,W","18.0",",,,W",,,"290",",W","280",",W","35.1",",W","47",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2014-02","6.3",",W","0","W","0",",W","13",",W","5",",W","8",",W","2",",W","0",",W","27",",W","6",",W","0",",W","0",",W","11",",W,28,","9",",,W,13,","9.6",",,W,13,","1.77",",,W,13,","63",",W,21,","3786","W","897",",W","4.58",",,,W",,,"14.2",",,,W","33.0",",W","41.7",",,,W","24.2",",,,W",,,"310",",W","310",",W","30.0",",W","39",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2014-03","7.8",",W","0","W","0",",W","11",",W","9",",W","4",",W","3",",W","0",",W","20",",W","3",",W","0",",W","0",",W","4",",W,04,","7",",,W,17,","4.9",",,W,16,","1.40",",,W,30,","69",",W,22,","4607","W","821",",W","4.38",",,,W",,,"12.1",",,,W","38.5",",W","48.9",",,,W","28.2",",,,W",,,"280",",W","280",",W","40.9",",W","53",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2014-04","7.6",",W","7","W","7",",W","10",",W","8",",W","0",",W","0",",W","0",",W","2",",W","0",",W","7",",W","0",",W","30",",W,17,","0",",,W,30,+","0.0",",T,W,15,","3.06",",,W,30,","83",",W,13,","4974","W","367",",W","8.60",",,,W",,,"0.0",",T,,W","53.0",",W","64.1",",,,W","41.9",",,,W",,,"270",",W","270",",W","36.0",",W","47",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2014-05","6.3",",W","80","W","73",",W","12",",W","7",",W","0",",W","0",",W","0",",W","0",",W","0",",W","24",",W","1",",W","43",",W,05,+","0",",,W,31,+","0.0",",,W,31,+","1.71",",,W,16,","90",",W,27,","5052","W","78",",W","3.35",",,,W",,,"0.0",",,,W","64.8",",W","75.6",",,,W","54.0",",,,W",,,"330",",W","260",",W","25.9",",W","37",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2014-06","5.1",",W","328","W","247",",W","11",",W","10",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","3",",W","50",",W,01,","0",",,W,30,+","0.0",",T,W,19,","1.50",",,W,19,","96",",W,18,","5055","W","2",",W","3.95",",,,W",,,"0.0",",T,,W","73.2",",W","83.0",",,,W","63.3",",,,W",,,"50",",W","350",",W","25.9",",W","35",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2014-07","5.1",",W","657","W","330",",W","10",",W","8",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","6",",W","55",",W,30,+","0",",,W,31,+","0.0",",,W,31,+","0.84",",,W,15,","94",",W,23,","0","W","0",",W","2.80",",,,W",,,"0.0",",,,W","75.6",",W","85.7",",,,W","65.5",",,,W",,,"280",",W","270",",W","42.9",",W","53",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2014-08","4.5",",W","890","W","233",",W","9",",W","5",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","1",",W","54",",W,15,","0",",,W,31,+","0.0",",,W,31,+","6.30",",,W,12,","92",",W,31,","0","W","0",",W","7.91",",,,W",,,"0.0",",,,W","72.5",",W","82.5",",,,W","62.5",",,,W",,,"30",",W","20",",W","23.0",",W","29",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2014-09","4.7",",W","1040","W","150",",W","9",",W","4",",W","0",",W","0",",W","0",",W","0",",W","0",",W","28",",W","3",",W","44",",W,23,","0",",,W,30,+","0.0",",T,W,06,","1.33",",,W,25,","93",",W,06,","40","W","40",",W","3.21",",,,W",,,"0.0",",T,,W","68.7",",W","78.3",",,,W","59.0",",,,W",,,"300",",W","310",",W","44.1",",W","58",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2014-10","6.0",",W","1051","W","11",",W","9",",W","6",",W","0",",W","0",",W","0",",W","0",",W","0",",W","14",",W","0",",W","35",",W,20,","0",",,W,31,+","0.0",",,W,31,+","1.23",",,W,15,","80",",W,28,","262","W","221",",W","4.15",",,,W",,,"0.0",",,,W","58.2",",W","67.7",",,,W","48.7",",,,W",,,"290",",W","290",",W","23.9",",W","33",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2014-11","6.5",",W","1051","W","0",",W","9",",W","5",",W","0",",W","0",",W","0",",W","11",",W","0",",W","1",",W","0",",W","18",",W,22,","0",",,W,30,+","0.3",",,W,26,","1.19",",,W,26,","72",",W,24,","909","W","647",",W","3.36",",,,W",,,"0.3",",,,W","43.4",",W","52.9",",,,W","33.9",",,,W",,,"290",",W","280",",W","30.0",",W","41",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2014-12","5.8",",W","1051","W","0",",W","15",",W","6",",W","0",",W","0",",W","0",",W","15",",W","0",",W","0",",W","0",",W","20",",W,31,","0",",,W,31,+","0.2",",,W,11,","0.85",",,W,24,","69",",W,01,","1686","W","777",",W","3.58",",,,W",,,"0.2",",,,W","39.9",",W","47.4",",,,W","32.5",",,,W",,,"270",",W","290",",W","25.9",",W","38",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2015-01","6.9",",W","0","W","0",",W","11",",W","9",",W","6",",W","3",",W","0",",W","28",",W","6",",W","0",",W","0",",W","6",",W,08,","1",",,W,28,+","2.6",",,W,21,","0.75",",,W,18,","62",",W,04,","2743","W","1057",",W","3.89",",,,W",,,"5.9",",,,W","30.9",",W","38.9",",,,W","22.9",",,,W",,,"280",",W","270",",W","33.1",",W","47",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2015-02","6.9",",W","0","W","0",",W","10",",W","7",",W","14",",W","5",",W","0",",W","28",",W","10",",W","0",",W","0",",W","1",",W,20,","3",",,W,22,+","6.3",",,W,21,","0.92",",,W,21,","55",",W,08,","3851","W","1108",",W","2.24",",,,W",,,"14.6",",,,W","25.4",",W","35.1",",,,W","15.7",",,,W",,,"300",",W","300",",W","40.0",",W","55",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2015-03","6.0",",W","0","W","0",",W","13",",W","9",",W","4",",W","2",",W","0",",W","20",",W","2",",W","2",",W","0",",W","6",",W,07,","5",",,W,06,","6.2",",,W,05,","0.89",",,W,05,","74",",W,26,","4633","W","783",",W","4.67",",,,W",,,"7.7",",,,W","39.8",",W","50.3",",,,W","29.2",",,,W",,,"280",",W","310",",W","31.1",",W","41",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2015-04","7.6",",W","4","W","4",",W","15",",W","10",",W","0",",W","0",",W","0",",W","1",",W","0",",W","12",",W","0",",W","31",",W,01,","0",",,W,30,+","0.0",",,W,30,+","1.35",",,W,20,","80",",W,18,","4951","W","317",",W","4.30",",,,W",,,"0.0",",,,W","54.6",",W","66.1",",,,W","43.1",",,,W",,,"270",",W","260",",W","31.1",",W","49",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2015-05","5.4",",W","183","W","179",",W","7",",W","4",",W","0",",W","0",",W","0",",W","0",",W","0",",W","28",",W","2",",W","43",",W,02,","0",",,W,31,+","0.0",",,W,31,+","1.54",",,W,18,","91",",W,28,","5003","W","52",",W","2.10",",,,W",,,"0.0",",,,W","69.1",",W","80.6",",,,W","57.6",",,,W",,,"310",",W","310",",W","25.9",",W","37",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2015-06","6.0",",W","473","W","290",",W","16",",W","12",",W","0",",W","0",",W","0",",W","0",",W","0",",W","27",",W","6",",W","55",",W,05,+","0",",,W,30,+","0.0",",,W,30,+","3.11",",,W,27,","94",",W,23,+","5018","W","15",",W","13.09",",,,W",,,"0.0",",,,W","74.1",",W","82.9",",,,W","65.4",",,,W",,,"240",",W","240",",W","31.1",",W","40",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2015-07","4.5",",W","845","W","373",",W","11",",W","7",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","7",",W","58",",W,24,","0",",,W,31,+","0.0",",,W,31,+","1.28",",,W,30,","97",",W,19,","0","W","0",",W","3.49",",,,W",,,"0.0",",,,W","77.0",",W","86.5",",,,W","67.6",",,,W",,,"260",",W","260",",W","28.0",",W","37",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2015-08","4.3",",W","1160","W","314",",W","7",",W","6",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","4",",W","56",",W,28,","0",",,W,31,+","0.0",",T,W,04,","0.52",",,W,24,+","95",",W,17,","0","W","0",",W","2.46",",,,W",,,"0.0",",T,,W","75.1",",W","86.0",",,,W","64.3",",,,W",,,"270",",W","260",",W","40.9",",W","56",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2015-09","5.8",",W","1367","W","207",",W","5",",W","3",",W","0",",W","0",",W","0",",W","0",",W","0",",W","29",",W","7",",W","51",",W,15,+","0",",,W,30,+","0.0",",,W,30,+","2.58",",,W,29,","94",",W,09,+","2","W","2",",W","3.25",",,,W",,,"0.0",",,,W","71.9",",W","82.3",",,,W","61.4",",,,W",,,"100",",W","50",",W","21.9",",W","30",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2015-10","5.8",",W","1371","W","4",",W","7",",W","5",",W","0",",W","0",",W","0",",W","1",",W","0",",W","13",",W","0",",W","29",",W,19,","0",",,W,31,+","0.0",",,W,31,+","0.96",",,W,02,","79",",W,09,","307","W","305",",W","3.41",",,,W",,,"0.0",",,,W","55.3",",W","66.3",",,,W","44.3",",,,W",,,"60",",W","50",",W","23.9",",W","32",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2015-11","6.0",",W","1378","W","6",",W","10",",W","6",",W","0",",W","0",",W","0",",W","7",",W","0",",W","4",",W","0",",W","28",",W,23,","0",",,W,30,+","0.0",",,W,30,+","0.62",",,W,19,","80",",W,06,","736","W","428",",W","2.42",",,,W",,,"0.0",",,,W","50.9",",W","60.9",",,,W","41.0",",,,W",,,"280",",W","290",",W","31.1",",W","40",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2015-12","5.4",",W","1379","W","1",",W","14",",W","9",",W","0",",W","0",",W","0",",W","9",",W","0",",W","5",",W","0",",W","21",",W,20,","0",",,W,31,+","0.0",",T,W,19,","2.01",",,W,23,","72",",W,13,","1232","W","497",",W","5.86",",,,W",,,"0.0",",T,,W","49.0",",W","58.3",",,,W","39.7",",,,W",,,"280",",W","270",",W","33.1",",W","44",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2016-01","7.6",",W","0","W","0",",W","10",",W","5",",W","10",",W","2",",W","0",",W","27",",W","6",",W","0",",W","0",",W","8",",W,25,","26",",,W,24,","25.5",",,W,23,","1.80",",,W,23,","63",",W,10,","2255","W","1022",",W","3.51",",,,W",,,"30.0",",,,W","32.0",",W","41.7",",,,W","22.4",",,,W",,,"300",",W","310",",W","38.0",",W","49",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2016-02","8.3",",W","0","W","0",",W","12",",W","8",",W","3",",W","1",",W","0",",W","19",",W","5",",W","0",",W","0",",W","8",",W,14,","4",",,W,01,","2.2",",,W,15,","2.61",",,W,24,","67",",W,20,","3054","W","800",",W","5.70",",,,W",,,"2.6",",,,W","37.4",",W","46.0",",,,W","28.8",",,,W",,,"270",",W","280",",W","36.0",",W","45",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2016-03","7.6",",W","4","W","4",",W","10",",W","5",",W","1",",W","1",",W","0",",W","9",",W","0",",W","8",",W","0",",W","22",",W,03,","2",",,W,04,","1.6",",,W,03,","0.56",",,W,14,","82",",W,09,","3521","W","467",",W","2.11",",,,W",,,"2.5",",,,W","50.1",",W","61.2",",,,W","38.9",",,,W",,,"270",",W","270",",W","36.0",",W","48",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2016-04","7.6",",W","25","W","21",",W","11",",W","5",",W","0",",W","0",",W","0",",W","4",",W","0",",W","13",",W","0",",W","24",",W,06,","0",",,W,30,+","0.0",",T,W,09,+","0.45",",,W,07,","86",",W,26,","3874","W","353",",W","1.31",",,,W",,,"0.0",",T,,W","54.0",",W","65.7",",,,W","42.2",",,,W",,,"290",",W","290",",W","38.0",",W","53",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2016-05","5.8",",W","98","W","73",",W","18",",W","11",",W","0",",W","0",",W","0",",W","0",",W","0",",W","15",",W","2",",W","37",",W,16,","0",",,W,31,+","0.0",",,W,31,+","1.11",",,W,06,","90",",W,27,+","4055","W","181",",W","5.24",",,,W",,,"0.0",",,,W","61.5",",W","70.1",",,,W","52.9",",,,W",,,"270",",W","270",",W","30.0",",W","40",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2016-06","6.7",",W","342","W","244",",W","9",",W","6",",W","0",",W","0",",W","0",",W","0",",W","0",",W","30",",W","5",",W","46",",W,09,","0",",,W,30,+","0.0",",T,W,21,","1.03",",,W,21,","96",",W,11,","4060","W","4",",W","3.20",",,,W",,,"0.0",",T,,W","73.0",",W","83.8",",,,W","62.2",",,,W",,,"280",",W","280",",W","40.9",",W","62",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2016-07","5.4",",W","798","W","456",",W","12",",W","10",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","20",",W","63",",W,21,+","0",",,W,31,+","0.0",",,W,31,+","1.80",",,W,30,","100",",W,25,","0","W","0",",W","6.09",",,,W",,,"0.0",",,,W","79.7",",W","89.6",",,,W","69.8",",,,W",,,"260",",W","210",",W","29.1",",W","40",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2016-08","4.7",",W","1236","W","439",",W","6",",W","5",",W","0",",W","0",",W","0",",W","0",",W","0",",W","31",",W","14",",W","59",",W,23,","0",",,W,31,+","0.0",",,W,31,+","1.64",",,W,15,","98",",W,14,+","0","W","0",",W","3.96",",,,W",,,"0.0",",,,W","79.2",",W","89.1",",,,W","69.2",",,,W",,,"290",",W","290",",W","30.0",",W","41",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2016-09","6.5",",W","1473","W","237",",W","7",",W","5",",W","0",",W","0",",W","0",",W","0",",W","0",",W","26",",W","7",",W","51",",W,26,+","0",",,W,30,+","0.0",",,W,30,+","2.11",",,W,29,","96",",W,10,+","17","W","17",",W","4.36",",,,W",,,"0.0",",,,W","72.3",",W","81.7",",,,W","62.9",",,,W",,,"60",",W","60",",W","29.1",",W","38",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2016-10","6.5",",W","1512","W","39",",W","6",",W","3",",W","0",",W","0",",W","0",",W","1",",W","0",",W","14",",W","0",",W","32",",W,26,","0",",,W,31,+","0.0",",,W,31,+","0.40",",,W,01,","87",",W,19,","222","W","205",",W","0.79",",,,W",,,"0.0",",,,W","59.6",",W","70.2",",,,W","49.1",",,,W",,,"280",",W","280",",W","31.1",",W","40",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2016-11","6.3",",W","1512","W","0",",W","4",",W","3",",W","0",",W","0",",W","0",",W","9",",W","0",",W","5",",W","0",",W","23",",W,23,","0",",,W,30,+","0.0",",,W,30,+","0.97",",,W,30,","78",",W,03,","714","W","492",",W","1.51",",,,W",,,"0.0",",,,W","48.6",",W","60.6",",,,W","36.6",",,,W",,,"290",",W","290",",W","38.9",",W","54",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2016-12","7.6",",W","1512","W","0",",W","11",",W","6",",W","0",",W","0",",W","0",",W","19",",W","1",",W","0",",W","0",",W","13",",W,16,","0",",,W,31,+","0.0",",T,W,30,+","0.83",",,W,06,","66",",W,27,","1538","W","824",",W","2.77",",,,W",,,"0.0",",T,,W","38.4",",W","46.7",",,,W","30.1",",,,W",,,"280",",W","290",",W","36.0",",W","46",",W"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2017-01","7.8",",W","0","W","0",",W","14",",W","6",",W","0",",W","0",",W","0",",W","14",",W","3",",W","1",",W","0",",W","10",",W,09,","0",",T,W,08,+","0.5",",,W,07,","0.81",",,W,03,","70",",W,12,","2342","W","803",",W","2.70",",,,W",,,"0.7",",,,W","39.1",",W","46.1",",,,W","32.1",",,,W",,,"280",",W","280",",W","38.9",",W","53",",W"
